ASV_name	08_2016_F4_1	08_2016_F4_2	09_2016_F4_1	09_2016_F4_2	10_2016_F4	11_2016_F4	12_2016_F4	01_2017_F4	02_2017_F4_1	02_2017_F4_2	03_2017_F4_2	03_2017_F4_3	03_2017_F4_4	04_2017_F4_1	04_2017_F4_2	05_2017_F4_1	05_2017_F4_2	06_2017_F4_1	06_2017_F4_2	07_2017_F4_1	07_2017_F4_2	07_2017_F4_3	08_2017_F4_1	08_2017_F4_2	09_2017_F4_1	09_2017_F4_2	10_2017_F4	11_2017_F4	12_2017_F4	01_2018_F4	02_2018_F4_1	02_2018_F4_2	03_2018_F4_1	03_2018_F4_2	03_2018_F4_3	04_2018_F4_1	04_2018_F4_2	04_2018_F4_3	04_2018_F4_4	05_2018_F4_1	05_2018_F4_2	06_2018_F4_1	06_2018_F4_2	06_2018_F4_3	07_2018_F4_1	07_2018_F4_2	08_2018_F4_1	08_2018_F4_2	09_2018_F4_1	09_2018_F4_2	10_2018_F4_1	10_2018_F4_2	11_2018_F4_1	11_2018_F4_2	12_2018_F4_1	12_2018_F4_2	01_2019_F4_1	01_2019_F4_2	02_2019_F4	03_2019_F4_1	03_2019_F4_2	04_2019_F4_1	04_2019_F4_2	05_2019_F4_1	05_2019_F4_2	06_2019_F4_1	06_2019_F4_2	07_2019_F4_1	07_2019_F4_2	07_2019_F4_3	07_2019_F4_4	08_2019_F4_1	08_2019_F4_2	09_2019_F4_1	10_2019_F4_1	10_2019_F4_2	11_2019_F4_1	11_2019_F4_2	12_2019_F4_1	12_2019_F4_2	01_2020_F4_1	01_2020_F4_2	02_2020_F4_1	02_2020_F4_2	03_2020_F4_1	03_2020_F4_2	04_2020_F4_1	04_2020_F4_2	05_2020_F4_1	05_2020_F4_2	06_2020_F4_1	06_2020_F4_2	07_2020_F4_1	07_2020_F4_2	08_2020_F4	09_2020_F4_1	09_2020_F4_2
mic_asv1	0.086858871	0.091884747	0.117355904	0.147276477	0.097962343	0.052491387	0.054157412	0.037717553	0.035464804	0.025978124	0.025220138	0.032542583	0.033618754	0.033788209	0.031618801	0.060122947	0.078130108	0.07372345	0.074279495	0.106004207	0.123084685	0.114291943	0.072849586	0.072571861	0.042905773	0.06545832	0.029153549	0.053642705	0.041598903	0.029922646	0.028	0.034235896	0.021798232	0.023471481	0.028223827	0.021718619	0.029407805	0.031659038	0.023262702	0.071417023	0.09024657	0.140716365	0.145417713	0.12973467	0.066814263	0.049224165	0.092762256	0.066478157	0.065094742	0.073352626	0.097780153	0.051574618	0.046837894	0.052978271	0.034682398	0.030075693	0.027319694	0.02217208	0.01773406	0.013993283	0.015978939	0.018542935	0.019837127	0.054097256	0.047029703	0.08404531	0.071847513	0.131509064	0.050340392	0.051224123	0.057088182	0.249323576	0.032821067	0.077826124	0.085620549	0.053299231	0.05027257	0.047160209	0.024501325	0.052229218	0.06421304	0.049624656	0.045881203	0.033452651	0.038754592	0.043156989	0.045178539	0.054401497	0.036828366	0.039921259	0.086134264	0.073527402	0.145586325	0.085403395	0.101608385	0.079978015	0.08247876
mic_asv2	0.007316527	0.004750419	0.004671392	0.011236807	0.008665035	0.008820339	0.01697177	0.006730108	0.008206731	0.008624316	0.010472542	0.013441809	0.014934201	0.016531266	0.014966915	0.040292347	0.074624342	0.041595144	0.033220245	0.015260187	0.009322936	0.015914358	0.00211304	0.011921331	0.01285618	0.013893325	0.00666769	0.012746522	0.017184285	0.010769373	0.014288372	0.01337916	0.007004825	0.012659007	0.009729332	0.011951356	0.013779937	0.016192118	0.021337434	0.049106117	0.054362155	0.01528386	0.016285513	0.013889262	0.015695539	0.086555716	0.00311067	0.006169401	0.006251142	0.013437781	0.044881525	0.020813202	0.017956962	0.02121575	0.017021587	0.014467214	0.017999587	0.010796158	0.013891092	0.008182739	0.013072015	0.014552417	0.017524535	0.047436962	0.057767909	0.050096753	0.054533186	0.029089871	0.04748077	0.035927446	0.015443496	0.02640622	0.008572091	0.018352074	0.012417201	0.034808667	0.043842881	0.028681306	0.03289731	0.057910097	0.046415223	0.042749596	0.035663301	0.034129593	0.029262505	0.038586099	0.024273458	0.04030023	0.056431861	0.069938232	0.052396536	0.0532768	0.015592797	0.026059384	0.011697344	0.010019534	0.01308694
mic_asv3	0.041080805	0.027141219	0.025678011	0.035985078	0.046746242	0.018454128	0.039191803	0.02734016	0.013677886	0.015103071	0.01377966	0.0125598	0.013193446	0.018832192	0.015157923	0.051249038	0.061807442	0.060307801	0.036566585	0.029952941	0.038399526	0.028593065	0.015208142	0.031316188	0.02203176	0.042382625	0.015255062	0.011568712	0.022513961	0.015424522	0.014716279	0.011115768	0.008302922	0.011284366	0.012954912	0.014816886	0.017206564	0.017773287	0.009569378	0.021902468	0.014006232	0.003831047	0.016206071	0.021631406	0.01813212	0.054783435	0.034397012	0.028804821	0.028367757	0.051285638	0.036714769	0.033152457	0.027684411	0.012599907	0.018957519	0.018444858	0.013721843	0.017345931	0.009836586	0.008955701	0.010201656	0.013444329	0.019790144	0.021845763	0.03698311	0.03393724	0.042257498	0.023803013	0.031121524	0.031752094	0.037548487	0.01810647	0.03170129	0.004374982	0.017251189	0.00778055	0.018433061	0.004991498	0.003215853	0.01803381	0.010856668	0.01240081	0.005851501	0.004446392	0.003974097	0.025816304	0.015996012	0.011624773	0.003678805	0.002852106	0.004628541	0.008057208	0.006160004	0.004886135	0.002371415	0.001136389	0.005224431
mic_asv4	0.004821691	0.003101047	0.006963156	0.008901492	0.022832076	0.048854791	0.034866017	0.025248761	0.02632993	0.021750105	0.0215366	0.026587262	0.026635571	0.023664136	0.027041408	0.042387751	0.04285827	0.032680846	0.037550803	0.016523673	0.004913735	0.027262088	0.003162374	0.013857791	0.009832213	0.025582881	0.038675164	0.032311256	0.034897619	0.020681829	0.025432558	0.019934613	0.0193245	0.024128026	0.018792511	0.015201286	0.018785261	0.016180229	0.009842789	0.022064142	0.008448679	0.001024301	0.004200471	0.003987562	0.002807634	0.007459273	0.000756394	0.000985391	0.004264912	0.022128188	0.02660253	0.045293491	0.032534434	0.033204605	0.025769807	0.024419717	0.025294482	0.018583807	0.0250498	0.02222933	0.022195002	0.024455073	0.027270829	0.027095642	0.046083285	0.042469644	0.04123624	0.012718842	0.033898258	0.057788164	0.009516421	0.003961504	0.002548459	0.015371945	0.014518574	0.027735847	0.026664865	0.019319962	0.03121116	0.022044382	0.031835845	0.043841895	0.039224402	0.029868264	0.025717267	0.025590834	0.020074316	0.038881459	0.016640293	0.012435838	0.052821421	0.043267941	0.018218373	0.008455439	0.008631706	0.006484102	0.012530875
mic_asv5	0.054183361	0.043420302	0.051788015	0.068618828	0.066132281	0.032458211	0.009699434	0.006708398	0.002833276	0.002944889	0.001962761	0.001891026	0.001875176	0.001504451	0.002387612	0.01026243	0.016503027	0.019331501	0.020541204	0.048716086	0.05231812	0.097780939	0.152900759	0.129213313	0.241986487	0.059358033	0.046507461	0.013086778	0.006720878	0.003520311	0.002418605	0.001978372	0.002106346	0.002256873	0.001753033	0.001555074	0.00161541	0.001307733	0.003850535	0.012125492	0.015534184	0.010420447	0.020476053	0.025144045	0.030117129	0.011681503	0.082163287	0.24691887	0.104307561	0.050699866	0.075189738	0.033648009	0.02016733	0.004436243	0.00494941	0.003843378	0.002417855	0.001002836	0.001163467	0.001226078	0.00137119	0.001904087	0.001707037	0.002899187	0.007207338	0.007163145	0.010320826	0.015100967	0.012424849	0.012519582	0.049113007	0.015366525	0.005289984	0.042012206	0.066861853	0.057688948	0.031421161	0.008782355	0.003476598	0.00796608	0.004775748	0.002816419	0.002342692	0.002517837	0.002487384	0.005175559	0.003836626	0.006371759	0.009705998	0.007409721	0.025945145	0.094162764	0.068085946	0.029409217	0.014265353	0.112220266	0.041032472
mic_asv6	0.002196202	0.001090168	0.000161082	0.00024263	5.83E-05	3.19E-05	2.69E-05	0.000535514	0.000732744	6.31E-05	0.000107549	0.000155233	7.39E-05	0.000389387	0.000150078	0.048535111	0.017427377	0.011227595	0.020738048	0.091493032	0.041097693	0.025059091	0.000603726	0.000574887	0.00184894	0.000143724	0.000307149	0.000562731	0.002410111	0.001366437	0.001413953	0.001207142	0.002032869	0.001661879	0.001279714	0.001572547	0.000795467	0.001224514	0.018853953	0.101556318	0.105660914	0.035406938	0.074158665	0.123757807	0.039418189	0.010133352	0.000973857	0.000871142	4.87E-05	0	0.000926421	4.96E-05	6.39E-05	0.000439958	5.48E-05	0.000318883	6.20E-05	0.000156693	0.00144552	0	0.000127978	8.77E-05	1.57E-05	0.007992352	0.040987187	0.017483507	0.013301064	0.027041973	0.033798793	0.007567421	0.00840962	0.006701449	0.000965326	0.000780737	0.000544031	0.001428898	0.001969454	0.000883721	0.0004085	0.000825976	0.001097532	0.000353391	0.000622278	0.001436677	0.000814833	0.001516798	0.000634403	0.001078063	0.036455446	0.026618282	0.012213202	0.015261359	0.008725907	0.003471119	0.0006205	0.001284937	0.000711247
mic_asv7	0.00684369	0.001525105	0.000541823	0.001425452	0.000158151	9.57E-05	0.000358243	0.000578934	0.000683894	0.000483803	0.00056463	0.000289299	0.000262121	0.000389387	0.000334266	0.022986329	0.028564665	0.017445501	0.063163623	0.003170064	0.005846029	0.002340684	0.002084292	0.000408472	0.006289852	6.39E-05	0.000102383	0.000327169	0.000450671	0.000370559	0.000372093	0.000469444	0.000342894	0.000164136	0.000298016	0.000594073	0.000354901	0.000380432	0.005149237	0.042928498	0.088943316	0.09834902	0.00625602	0.005528822	0.031650814	0.03444636	0.002136813	0.032118018	0.000926095	0.000262286	0.001717442	0.000260165	0.00036535	0	0.000456588	0.000419583	0.00049597	3.13E-05	0.001322122	0.001012847	0.000895844	0.000277022	9.92E-05	0.013304916	0.025371287	0.000633706	0.027076284	0.013405526	0.033306994	0.002660573	0.008782002	0.010309043	0.005830566	0.001413895	0.001262485	0.001137743	0.002587322	0.001846671	0.001790448	0.004689708	0.005739796	0.002811064	0.003639539	0.00215258	0.003287922	0.001393814	0.001404749	0.001693372	0.061405807	0.02421824	0.014116147	0.005227186	0.00330033	0.002096533	0.000743371	0.007018873	0.004784751
mic_asv8	0.002905458	0.002423222	0.001420455	0.001789397	0.003196324	0.005359194	0.028426596	0.016796324	0.016022666	0.018426588	0.026026753	0.01467662	0.017871305	0.010938247	0.013889078	0.003218843	0.001183619	0.001502906	0.000926323	0.00043125	6.58E-05	0.000734332	0.000833717	0.001240545	0.00089855	0.004615139	0.004645627	0.01486658	0.023611247	0.018921673	0.025655814	0.020404057	0.012123736	0.018814116	0.014252156	0.015847777	0.018393646	0.013612316	0.001424015	0.00028931	0.000247169	3.23E-05	7.94E-05	8.96E-06	0	7.04E-05	6.62E-05	5.71E-05	0.001352586	0.003776917	0.00404062	0.009873882	0.017673815	0.010375675	0.02719436	0.040749878	0.02589378	0.032169103	0.028311034	0.028759529	0.02283489	0.021418352	0.019701399	0.00783564	0.001201223	0.0019577	0.001032436	0.001324753	0.006103289	0.056286332	0.007613137	0.001895129	0.000424743	0.006498205	0.003845595	0.006835417	0.01488032	0.018168078	0.01790448	0.03197445	0.04247004	0.041218235	0.047664368	0.038610076	0.038911841	0.032026974	0.027536101	0.009926315	0.001269944	9.45E-05	0.000226003	8.61E-05	0.000440656	1.16E-05	0.004761261	0.001024978	0.001629402
mic_asv9	0.000715477	0.000948954	0.000527179	0.000879534	0.004111938	0.011755136	0.018342051	0.007591273	0.006643545	0.007362221	0.009571822	0.009624476	0.006828599	0.008000142	0.007374309	0.002802287	0.002231967	0.00419193	0.002767389	0.000385855	8.77E-05	0.000458958	0.000172493	0.001391831	0.001330546	0.00506228	0.016176508	0.031526049	0.02188694	0.017925796	0.020632558	0.016229357	0.011095055	0.013725892	0.012691957	0.012527956	0.012788663	0.012887119	0.005149237	0.001574187	0.00214213	0.000371007	0.000327696	0.000116491	3.71E-05	0.000316667	5.67E-05	1.43E-05	0.000974837	0.00149503	0.006983788	0.016006343	0.018103102	0.039339574	0.016692844	0.011798667	0.02300062	0.009244896	0.009008056	0.00495762	0.00734958	0.007942464	0.003022552	0.005077494	0.002948457	0.002421664	0.002853758	0.002102589	0.006694554	0.022870571	0.001034394	0.000205496	0.000115839	0.007350351	0.005868062	0.023825415	0.065699961	0.041668952	0.037086611	0.045070759	0.070590591	0.026868421	0.044709857	0.015676821	0.026703644	0.022444504	0.019590961	0.014604702	0.006435389	0.002823338	0.00375165	0.000607518	0.001000656	0.000196369	0.00384587	0.002109376	0.013681801
mic_asv10	0	0	0	0	0	1.59E-05	1.79E-05	0	0	0	0	2.82E-05	6.72E-06	0	0	1.26E-05	0	0	0	1.51E-05	2.19E-05	0	0	0	0	0	0	0	0	0	0	0	0.000195939	2.05E-05	0.000455789	0.000227146	0.000783229	0.001509838	0.000922761	0.000204219	0.000149799	0.000112915	0.000198604	0.001335161	0.001682107	0.003166673	2.84E-05	0.000114248	2.44E-05	0.000454629	0.000577231	0.000396442	0.002621388	0.000989905	0.002319465	0.002349663	0.007418888	0.006440088	0.012762882	0.018231249	0.051703018	0.005975257	0.007872207	0.00355738	0.000764415	0.000339486	0.002200764	0.000680607	0.000182353	0.000647341	5.17E-05	0.00015983	0.000656421	0.000209466	4.57E-05	0.000134379	5.15E-05	0.000664314	0.000269436	0.000743378	0.000823149	0.000840642	0.001641976	0.002605498	0.002001344	0.006036444	0.001012023	0.001108574	0.000418275	0.000595901	0.001817064	0.00487027	0.000656394	0.003165014	0.100232227	0.000259958	0.000103454
mic_asv11	0.019846701	0.019199376	0.027120431	0.02969186	0.035276099	0.027689167	0.023017124	0.01893838	0.02398515	0.0154817	0.013053707	0.015770311	0.01531058	0.013079878	0.013841326	0.024854521	0.032262064	0.038464089	0.044069798	0.039152935	0.028736578	0.035454483	0.016458717	0.015930408	0.008138791	0.020728202	0.012554711	0.017392329	0.014245126	0.010514614	0.008669767	0.009808031	0.010262314	0.010299549	0.01444499	0.007076461	0.009655746	0.009070915	0.003941672	0.016286451	0.009841812	0.009678434	0.016225932	0.022975528	0.010265798	0.008338904	0.009795301	0.00516973	0.012477914	0.015885783	0.015492606	0.016824005	0.016751306	0.018527119	0.010665887	0.010204253	0.005765654	0.009213557	0.00557054	0.005224159	0.008793901	0.006017337	0.007167467	0.009966934	0.016853524	0.032477453	0.025509688	0.021840191	0.012018699	0.019459082	0.013922938	0.020035848	0.002587072	0.014857801	0.017292718	0.010100829	0.009724984	0.008246028	0.005866759	0.005891962	0.009551495	0.012679239	0.010149922	0.008137921	0.008662959	0.00869084	0.011736451	0.017147303	0.006017114	0.009789215	0.035450831	0.033613467	0.05635348	0.013618801	0.026398889	0.015515794	0.021660697
mic_asv12	0.005823358	0.002722595	0.001918346	0.00453415	0.000366245	0.00039875	0.000197034	0	0.000341947	0.00012621	0.00056463	0.000931401	0.000867017	0.003168198	0.000463879	0.003534416	0.007248256	0.011949579	0.011741139	0.011643742	0.009487458	0.017910825	0.004053588	0.004720121	0.025142126	0.002778665	0.000921447	0.001518066	0.001410797	0.000602159	0.000409302	0.000469444	2.45E-05	0.001374641	0.001192062	0.001712329	0.001529744	0.001997266	0.00764411	0.018532858	0.046962071	0.038955697	0.0286486	0.027025816	0.02813818	0.01059076	0.013964922	0.013167102	0.003424115	0.003051259	0.01044005	0.00187071	0.00165321	0.000586611	0.001954195	0.001023782	0.002025212	0.000767796	0.000317309	0.000453116	0.002175622	0.000792493	0.000939653	0.013728041	0.009609785	0.003711709	0.010755566	0.01465128	0.042018478	0.004207719	0.018205327	0.016462503	0.011738358	0.005465157	0.002130443	0.006060497	0.006352455	0.002712108	0.000834384	0.006644518	0.00200967	0.000958439	0.001526933	0.003472374	0.005875373	0.024360998	0.010769742	0.012138379	0.056265559	0.028537495	0.015304923	0.013380585	0.013293123	0.016194706	0.005111444	0.009388207	0.005612383
mic_asv13	0.000155538	0.000146862	0.000270911	0.000151644	0.003712397	0.022393773	0.047932937	0.08726707	0.056812076	0.054690787	0.022612086	0.038462624	0.050051752	0.037735181	0.029872433	0.005743427	0.003652309	0.00461186	0.00203791	0.000249671	9.87E-05	0.000229479	4.31E-05	0.000468986	0.000155518	0.002491217	0.011428498	0.015704134	0.05045557	0.036685349	0.027832558	0.055763266	0.03272184	0.035391875	0.03639296	0.028358261	0.021759084	0.016085122	0.003668262	0.001106185	0.000516807	2.42E-05	0.000168813	2.69E-05	1.24E-05	0.000351853	2.84E-05	2.86E-05	9.75E-05	0.016733841	0.005473009	0.0281226	0.044052099	0.02202234	0.044672535	0.060604535	0.043852036	0.066813958	0.046820738	0.046377739	0.028228239	0.031506859	0.022593443	0.005218536	0.003239662	0.002059546	0.001094793	0.000595531	0.002055612	0.007884618	0.000424101	0.000285411	7.72E-05	0.000461777	0.000867958	0.00154088	0.004704807	0.003565356	0.004345748	0.00427672	0.005072378	0.00760326	0.00639534	0.010986924	0.009177591	0.008567856	0.010573379	0.002674817	0.000624893	0.000131509	0.000117522	0.000156942	8.72E-05	0	3.69E-05	7.43E-05	0.000232772
mic_asv14	0.017109225	0.019131594	0.028533564	0.031875531	0.0270439	0.026157969	0.019148098	0.015211492	0.016560012	0.013315103	0.014398064	0.015770311	0.012682645	0.012885184	0.012592946	0.01701569	0.019974975	0.016391993	0.01915172	0.016039463	0.01156044	0.016717534	0.014101311	0.015234493	0.006635448	0.015250719	0.011006169	0.020493895	0.014460664	0.010954653	0.009618605	0.010679856	0.013617772	0.010155929	0.015339037	0.007618116	0.011821864	0.010568864	0.004021417	0.011291599	0.006254119	0.008621872	0.009582634	0.017464627	0.005380267	0.005277788	0.011724105	0.005812376	0.015219643	0.01773927	0.011480492	0.017121336	0.013874173	0.018136045	0.010958104	0.010372086	0.008348832	0.00777198	0.005905477	0.005384082	0.00698393	0.007041266	0.008039257	0.008619204	0.008153757	0.015525807	0.014279966	0.009686495	0.006467994	0.011839874	0.006764934	0.015526355	0.004440497	0.014143713	0.012674682	0.01048157	0.007118354	0.007112428	0.004423971	0.004230833	0.007297105	0.008674141	0.008994264	0.007154163	0.006933227	0.004878349	0.006479971	0.011731562	0.007292097	0.007290541	0.019526659	0.01650424	0.027619035	0.012371277	0.022872484	0.015292973	0.019139003
mic_asv15	0.010116218	0.016160464	0.033102448	0.028114764	0.042001698	0.020017226	0.014302859	0.012302348	0.013775585	0.009234329	0.00662768	0.007909852	0.01012192	0.00989398	0.010792005	0.016460282	0.021857492	0.023744447	0.024987553	0.036747015	0.026235837	0.027273562	0.012045768	0.009228442	0.006117053	0.024912169	0.009662392	0.010469423	0.008778289	0.006230025	0.003981395	0.006823707	0.005118911	0.004595815	0.007117313	0.003809058	0.005115465	0.005849135	0.003075871	0.013172114	0.006988136	0.004782759	0.012015531	0.018118767	0.005837899	0.004187045	0.009142911	0.005940905	0.02014257	0.027242763	0.021621236	0.024145792	0.016312886	0.018685992	0.007287139	0.006327308	0.004856375	0.003870321	0.003878224	0.002558772	0.004186701	0.003625831	0.006661098	0.008509505	0.010993011	0.02681936	0.020589294	0.021512041	0.007136621	0.012992141	0.010343936	0.023243867	0.001737586	0.011706291	0.011823335	0.012613718	0.007581755	0.005716758	0.003885098	0.003918797	0.005220693	0.005921976	0.004863177	0.004699637	0.004617386	0.006282411	0.00741647	0.005110629	0.00214177	0.002938408	0.008696595	0.014010885	0.021840014	0.007196364	0.011427027	0.012084345	0.016604379
mic_asv16	0.004305303	0.00305021	0.010477683	0.019713696	0.013725882	0.004354345	0.002400229	0.000955241	0.000586195	0.000673117	0.000497412	0.000204626	0.000396543	0.000442486	0.0003138	0.015273728	0.014485239	0.009083743	0.014404317	0.006446048	0.008851305	0.012288593	0.007287833	0.005597579	0.008570787	0.001980198	0.00113901	0.000837554	0.000627021	0.000440039	0.000465116	0.000318551	0.000244924	0.000697579	0.000490849	0.000541655	0.001040226	0.001129406	0.00796309	0.017962747	0.0327611	0.027777106	0.004865793	0.004095092	0.007792111	0.007177791	0.007857042	0.014438113	0.005081338	0.002552916	0.007632282	0.002490151	0.002520916	0.001490969	0.001260182	0.000637766	0.000454639	0.001237876	0.000352566	0.000613039	0.00100554	0.000420793	0.001263312	0.024948677	0.031195399	0.006529439	0.010972054	0.010008568	0.018525375	0.004382501	0.005058185	0.007078191	0.004363271	0.005622257	0.003932806	0.006002267	0.005831129	0.003327665	0.0025553	0.004634643	0.002773493	0.002393421	0.001641976	0.002060048	0.001558189	0.002797876	0.003579844	0.01280454	0.092388401	0.029240247	0.018441845	0.009353246	0.006394103	0.00635313	0.002445138	0.005585389	0.003737278
mic_asv17	8.09E-05	0.000107322	8.05E-05	4.55E-05	0.001165327	0.004497895	0.008947123	0.011477367	0.008011333	0.012936475	0.011628689	0.008446113	0.006989905	0.008283332	0.014107374	0.006361949	0.003314132	0.003550985	0.002049489	0.000325329	2.19E-05	0.000114739	7.19E-05	0.000786687	0.000190078	0.003369531	0.010583839	0.011084501	0.017674145	0.021469267	0.028446512	0.019196915	0.022533004	0.022589249	0.021176636	0.018451216	0.014342883	0.017618736	0.007473229	0.003233465	0.002164599	0.000693621	0.000417068	0.000188177	6.18E-05	0	2.84E-05	1.43E-05	9.75E-05	0.004826061	0.002394441	0.006045739	0.008293449	0.015972918	0.010483252	0.011261601	0.019694152	0.009652298	0.010647487	0.008262701	0.010914675	0.010866973	0.008201086	0.01114228	0.006151718	0.004051194	0.001735433	0.000875066	0.003036448	0.004706172	0.000103439	3.42E-05	0	0.000576031	0.001250026	0.002624872	0.008836799	0.006685804	0.016878884	0.00781924	0.026978524	0.01872972	0.029058792	0.010344072	0.01350907	0.014799024	0.033411878	0.027175323	0.008667869	0.003509652	0.003091721	0.000572079	0.001037378	2.31E-05	0.000337896	0.000178257	0.001112131
mic_asv18	0.000416843	0.000237239	5.13E-05	0.000136479	0.000649253	0.000797499	0.006851401	0.008698484	0.006936642	0.008519142	0.008187135	0.008304991	0.007252026	0.008460327	0.005443755	0.005276379	0.004148302	0.005635899	0.002327386	0.000476644	0.000142586	0.000309796	2.87E-05	4.54E-05	0	0.000542958	0.000486319	0.002146232	0.004604683	0.004747788	0.005786047	0.006354263	0.004800509	0.004985638	0.005504523	0.006517333	0.006290309	0.003685431	0.000865801	0.000731784	0.000659117	1.61E-05	6.95E-05	3.58E-05	3.71E-05	0	7.56E-05	0	4.87E-05	0.000900515	0.000584358	0.001077827	0.002785795	0.00173539	0.003762282	0.00521961	0.001425914	0.007035522	0.006769263	0.003758196	0.004625482	0.007142957	0.006347881	0.003651408	0.002184042	0.002500877	0.001834853	0.000601608	0.001685381	0.004524916	0.000413757	9.13E-05	3.86E-05	0.000714088	0.001578106	0.001769325	0.003758697	0.004412509	0.004762939	0.007039151	0.010419139	0.01289877	0.012738387	0.012847298	0.016196589	0.013189989	0.01267295	0.00690062	0.001496719	0.000336992	0.000632808	0.000564486	0.000335082	4.04E-05	0.000368614	8.17E-05	0.000142249
mic_asv19	0.013457183	0.010246446	0.007197458	0.011009341	0.011436848	0.006491642	0.00431683	0.003770308	0.00122124	0.001093816	0.001532567	0.001100747	0.001445028	0.001504451	0.001268845	0.003711137	0.008420602	0.026764994	0.038199229	0.032321031	0.026499073	0.037703376	0.01312385	0.003857791	0.001589743	0.008495688	0.005810233	0.005365579	0.002488488	0.001968595	0.001265116	0.001240674	0.000759264	0.000677062	0.000929107	0.000821219	0.001150368	0.001010521	0.001708817	0.003344083	0.005010786	0.002839007	0.022164186	0.030896888	0.011613957	0.013687062	0.007062828	0.001513788	0.007311278	0.010395265	0.009535008	0.008870388	0.005845603	0.002505316	0.001954195	0.001544065	0.000929944	0	0.000740388	0.000453116	0.001170082	0.000368194	0.000751723	0.001927567	0.010447001	0.046600052	0.041699807	0.037062695	0.027112528	0.024184674	0.038200155	0.022125056	0.041200093	0.003994135	0.009373118	0.003475939	0.00229126	0.001029992	0.000425883	0.000917751	0.000533935	0.000658592	0.000350358	0.000579541	0.000586108	0.000204973	0.000513564	0.000513605	0.000599696	0.003008273	0.015191922	0.01721048	0.017405913	0.011094875	0.00857027	0.011245052	0.013061077
mic_asv20	0.002221089	0.003343934	0.006377402	0.010994177	0.015124274	0.012552635	0.016022426	0.007887976	0.007083191	0.005511149	0.00583451	0.007027843	0.005786835	0.003964672	0.004986698	0.009328335	0.012568904	0.009724688	0.010363234	0.008087824	0.003619493	0.00960369	0.006914098	0.018895613	0.018834995	0.02850527	0.014167243	0.014251502	0.011913393	0.007295382	0.007869767	0.005214184	0.003943276	0.004739434	0.004172218	0.00324993	0.003634673	0.003293111	0.001708817	0.005088452	0.002883636	0.001096889	0.002542129	0.003001873	0.003290003	0.012174097	0.000964402	0.00167088	0.009797112	0.01532624	0.021393194	0.025706782	0.016988784	0.020311392	0.009332651	0.006965074	0.005848316	0.003760636	0.003754826	0.004877659	0.003290857	0.003734536	0.005246398	0.004027519	0.010010192	0.015344748	0.0162513	0.007261833	0.011880553	0.013063349	0.005078873	0.006164876	0.004672175	0.022479506	0.020299425	0.031063969	0.020634216	0.016412826	0.015140585	0.009838292	0.011783638	0.013134364	0.008837387	0.007748314	0.006804569	0.007163794	0.006072141	0.010363643	0.005729865	0.00864262	0.023897557	0.02261739	0.007628857	0.010211213	0.007710171	0.009618456	0.019281253
mic_asv21	0.017320758	0.027660884	0.01520765	0.011813053	0.014974446	0.030560163	0.015449237	0.016854217	0.012603195	0.014850652	0.006735229	0.00922228	0.012998535	0.011186039	0.012483798	0.010325545	0.007732976	0.006291579	0.005002142	0.002579933	0.001700065	0.002673429	0.010248965	0.01913767	0.012044029	0.024560843	0.016573242	0.016240692	0.010776918	0.009310297	0.005488372	0.009774499	0.006392515	0.007714403	0.008309375	0.007093933	0.008750138	0.006681329	0.002802461	0.002442117	0.00206723	0.001588876	0.001320715	0.001146984	0.001521317	0.00140741	0.018512741	0.008954201	0.02922074	0.033266596	0.024058436	0.024951064	0.021866209	0.00997238	0.013606312	0.01231895	0.015623063	0.006111033	0.012286918	0.01183432	0.007642101	0.008668331	0.011343704	0.010640799	0.008044554	0.00863425	0.008013582	0.005681853	0.007899187	0.008693795	0.010157745	0.008881988	0.003436559	0.025102591	0.039340518	0.026678731	0.019495022	0.007886445	0.002824736	0.003634295	0.002573268	0.003035949	0.001762248	0.002094139	0.002487384	0.002377683	0.004184037	0.004744494	0.002474374	0.00207127	0.00303748	0.002680673	0.00412656	0.007138608	0.008859018	0.008697461	0.011974809
mic_asv22	0.015603613	0.018493309	0.024572399	0.021578915	0.019411011	0.022361873	0.011204055	0.010319499	0.018123199	0.012999579	0.012247093	0.010922793	0.014040299	0.014141843	0.015996998	0.008091289	0.007236983	0.005429618	0.003404236	0.003147366	0.005144067	0.003729031	0.017335557	0.016928896	0.012821621	0.015490259	0.013552945	0.014290762	0.009620848	0.006577424	0.007106977	0.007796127	0.007470181	0.009150595	0.008957997	0.007757898	0.009386511	0.00816739	0.001811347	0.002416589	0.002981005	0.004661779	0.003326614	0.003225893	0.002782897	0.002533338	0.013775824	0.006940577	0.010845062	0.011322008	0.01502227	0.010716321	0.011143181	0.006183854	0.005643423	0.004984643	0.007398223	0.005985678	0.006769263	0.008236047	0.004058724	0.007304261	0.008639591	0.006096128	0.004404485	0.004017246	0.003307912	0.004114026	0.003348658	0.001301156	0.001758469	0.002831276	0.001235617	0.031396091	0.01759588	0.019001205	0.021329317	0.010933758	0.006066664	0.011113966	0.012354651	0.010173376	0.009114536	0.010704459	0.01259417	0.012534077	0.012491692	0.011009464	0.003961015	0.002601416	0.004470339	0.004594355	0.004039347	0.004701316	0.005043865	0.006394973	0.006194313
